accreditation,city,clickUri,combined_program,degree_program,distance_learning,email,excerpt,institution,location,phone,state,title,uri,website,zip
,Whitewater,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=72446bc7-3d5f-4968-9565-bd71beb2d496&efp=1083&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Whitewater, Wisconsin",,['Wisconsin'],"University of Wisconsin, Whitewater: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=72446bc7-3d5f-4968-9565-bd71beb2d496&efp=1083&site=ashacms&webcode=edfinddetail,,53190
,Whitewater,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=72446bc7-3d5f-4968-9565-bd71beb2d496&efp=1084&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Whitewater, Wisconsin",,['Wisconsin'],"University of Wisconsin, Whitewater: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=72446bc7-3d5f-4968-9565-bd71beb2d496&efp=1084&site=ashacms&webcode=edfinddetail,,53190
,Valdosta,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c7c27a26-57ac-4040-aaea-983848821e32&efp=1085&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Valdosta, Georgia",,['Georgia'],Valdosta State University: Other bachelor’s degree with a major in the field of communication sciences and disorders (Other),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c7c27a26-57ac-4040-aaea-983848821e32&efp=1085&site=ashacms&webcode=edfinddetail,,31698-0102
,LaCrosse,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=67fb97a9-0da2-4829-8f73-e2c4298a0aef&efp=1087&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"LaCrosse, Wisconsin",,['Wisconsin'],Viterbo University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=67fb97a9-0da2-4829-8f73-e2c4298a0aef&efp=1087&site=ashacms&webcode=edfinddetail,,54601
,Spokane,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a997848c-7a1b-486d-87c2-bdf50ca35d16&efp=16&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Spokane, Washington",,['Washington'],Washington State University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a997848c-7a1b-486d-87c2-bdf50ca35d16&efp=16&site=ashacms&webcode=edfinddetail,,99210-2131
,Baltimore,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b68df6d2-a22c-439f-88d5-e536367980f1&efp=1090&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Baltimore, Maryland",,['Maryland'],Women's Institute of Torah Seminary & College: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=b68df6d2-a22c-439f-88d5-e536367980f1&efp=1090&site=ashacms&webcode=edfinddetail,,21215
,Worcester,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a4af633a-0683-41d0-b7aa-570346086540&efp=56&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Worcester, Massachusetts",,['Massachusetts'],Worcester State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a4af633a-0683-41d0-b7aa-570346086540&efp=56&site=ashacms&webcode=edfinddetail,,01602
,New Orleans,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d11e9b4a-3b81-4ddd-a525-b944ec2a7bb1&efp=665&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"New Orleans, Louisiana",,['Louisiana'],Xavier University of Louisiana: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d11e9b4a-3b81-4ddd-a525-b944ec2a7bb1&efp=665&site=ashacms&webcode=edfinddetail,,70125-1098
,Las Cruces,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=06b9a90f-6c2b-4a6a-8a3a-8d900c2463cc&efp=597&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Las Cruces, New Mexico",,['New Mexico'],New Mexico State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=06b9a90f-6c2b-4a6a-8a3a-8d900c2463cc&efp=597&site=ashacms&webcode=edfinddetail,,88003-8001
,Conway,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0172af86-abd2-40f5-86e3-1ced14dd219b&efp=292&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Conway, Arkansas",,['Arkansas'],University of Central Arkansas: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0172af86-abd2-40f5-86e3-1ced14dd219b&efp=292&site=ashacms&webcode=edfinddetail,,72035-0001
,Mankato,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d46e010f-472c-407b-b5c9-8702b067f904&efp=159&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Mankato, Minnesota",,['Minnesota'],"Minnesota State University, Mankato: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=d46e010f-472c-407b-b5c9-8702b067f904&efp=159&site=ashacms&webcode=edfinddetail,,56001
,Dallas,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6463bd57-3153-4b52-9e59-81412f421d32&efp=190&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Dallas, Pennsylvania",,['Pennsylvania'],Misericordia University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=6463bd57-3153-4b52-9e59-81412f421d32&efp=190&site=ashacms&webcode=edfinddetail,,18612
,Kearney,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8cff9ed4-00e6-41d1-b7ab-73143003ab90&efp=1124&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Kearney, Nebraska",,['Nebraska'],"University of Nebraska, Kearney: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8cff9ed4-00e6-41d1-b7ab-73143003ab90&efp=1124&site=ashacms&webcode=edfinddetail,,68849-4597
,Birmingham,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=65c9fd3a-31b4-4409-8d49-a1295378ed63&efp=225&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Birmingham, Alabama",,['Alabama'],Samford University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=65c9fd3a-31b4-4409-8d49-a1295378ed63&efp=225&site=ashacms&webcode=edfinddetail,,35229
,Cullowhee,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2a47127e-cc9c-4070-8354-ba38b038f7e5&efp=192&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Cullowhee, North Carolina",,['North Carolina'],Western Carolina University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2a47127e-cc9c-4070-8354-ba38b038f7e5&efp=192&site=ashacms&webcode=edfinddetail,,28723
,Tuscaloosa,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a9a33e3a-d59f-4897-af0f-0cdbb966d019&efp=257&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Tuscaloosa, Alabama",,['Alabama'],"University of Alabama, Tuscaloosa: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a9a33e3a-d59f-4897-af0f-0cdbb966d019&efp=257&site=ashacms&webcode=edfinddetail,,35401
,Ypsilanti,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3d699aa8-e83a-4619-bbdb-a427d1cb9c70&efp=310&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Ypsilanti, Michigan",,['Michigan'],Eastern Michigan University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3d699aa8-e83a-4619-bbdb-a427d1cb9c70&efp=310&site=ashacms&webcode=edfinddetail,,48197
,Cape Girardeau,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0d874e54-059e-4643-a462-42a17f757e95&efp=171&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Cape Girardeau, Missouri",,['Missouri'],Southeast Missouri State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0d874e54-059e-4643-a462-42a17f757e95&efp=171&site=ashacms&webcode=edfinddetail,,63701-4710
,Chicopee,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2c15553a-1607-4d7a-b09b-c1c8b87e5259&efp=1005&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Chicopee, Massachusetts",,['Massachusetts'],Elms College: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2c15553a-1607-4d7a-b09b-c1c8b87e5259&efp=1005&site=ashacms&webcode=edfinddetail,,01013
,Wenham,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=47acc117-7620-4de9-ae6f-8a462a726f72&efp=1011&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Wenham, Massachusetts",,['Massachusetts'],Gordon College: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=47acc117-7620-4de9-ae6f-8a462a726f72&efp=1011&site=ashacms&webcode=edfinddetail,,01984
,Brooklyn,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a3d488d3-c0e1-4713-aaf8-caf4be631e8b&efp=355&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Brooklyn, New York",,['New York'],"CUNY, Brooklyn College: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a3d488d3-c0e1-4713-aaf8-caf4be631e8b&efp=355&site=ashacms&webcode=edfinddetail,,11210
,Spokane,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=79471f68-663f-4d87-a452-0427debf2536&efp=167&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Spokane, Washington",,['Washington'],Eastern Washington University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=79471f68-663f-4d87-a452-0427debf2536&efp=167&site=ashacms&webcode=edfinddetail,,99202
,Elmhurst,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5cf7c5cd-45e4-4289-b782-9c09ffd10596&efp=31&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Elmhurst, Illinois",,['Illinois'],Elmhurst University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5cf7c5cd-45e4-4289-b782-9c09ffd10596&efp=31&site=ashacms&webcode=edfinddetail,,60126
,Elmhurst,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5cf7c5cd-45e4-4289-b782-9c09ffd10596&efp=907&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Elmhurst, Illinois",,['Illinois'],Elmhurst University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5cf7c5cd-45e4-4289-b782-9c09ffd10596&efp=907&site=ashacms&webcode=edfinddetail,,60126
,Flagstaff,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ed19953c-7837-448b-b838-269d86504c10&efp=420&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Flagstaff, Arizona",,['Arizona'],Northern Arizona University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ed19953c-7837-448b-b838-269d86504c10&efp=420&site=ashacms&webcode=edfinddetail,,86011
,Greenville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7436eb11-efca-44f5-9f30-71ad384673e1&efp=72&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Greenville, South Carolina",,['South Carolina'],Bob Jones University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7436eb11-efca-44f5-9f30-71ad384673e1&efp=72&site=ashacms&webcode=edfinddetail,,29614
,Boston,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4f55cd75-875e-41c3-bcb5-fff3aa7d6a7d&efp=406&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Boston, Massachusetts",,['Massachusetts'],Emerson College: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4f55cd75-875e-41c3-bcb5-fff3aa7d6a7d&efp=406&site=ashacms&webcode=edfinddetail,,02116
,West Chester,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=400c51d9-2c4f-47cf-b244-9da9374dfb50&efp=632&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"West Chester, Pennsylvania",,['Pennsylvania'],West Chester University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=400c51d9-2c4f-47cf-b244-9da9374dfb50&efp=632&site=ashacms&webcode=edfinddetail,,19383
,Burlington,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0031fdc3-d79b-4196-822a-eeb49ac2995a&efp=324&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Program Accreditation Status ... Not Eligible for Accreditation ... Undergraduate, research doctoral, and post-entry level clinical degree programs are not eligible for accreditation by the Council...",,"Burlington, Vermont",,['Vermont'],University of Vermont: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0031fdc3-d79b-4196-822a-eeb49ac2995a&efp=324&site=ashacms&webcode=edfinddetail,,05405
,West Liberty,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4c494578-81d8-42fe-b4c1-e841e645a022&efp=134&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"West Liberty, West Virginia",,['West Virginia'],West Liberty University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4c494578-81d8-42fe-b4c1-e841e645a022&efp=134&site=ashacms&webcode=edfinddetail,,26074
